Time,Source,Destination,Device,Command,Status,Argument 0,Argument 1,Argument 2,Explanations,Byte Code
12.41 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x3c', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xc9', '0xc1']"
,,,,,,,,,,--
12.42 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: E02E0000 ,arg[1]: 0C2E0000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x0a', '0x00', '0x00', '0xe0', '0x2e', '0x00', '0x00', '0x0c', '0x2e', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0x9d', '0xcf']"
,,,,,,,,,,--
13.04 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x46', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x69', '0xb7']"
,,,,,,,,,,--
13.32 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: B0360000 ,arg[1]: 66350000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x1e', '0x00', '0x00', '0xb0', '0x36', '0x00', '0x00', '0x66', '0x35', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0x96', '0x67']"
,,,,,,,,,,--
13.91 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x50', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x85', '0x35']"
,,,,,,,,,,--
13.93 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: 983A0000 ,arg[1]: 4C390000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x28', '0x00', '0x00', '0x98', '0x3a', '0x00', '0x00', '0x4c', '0x39', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xdd', '0x5c']"
,,,,,,,,,,--
14.52 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x5a', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x3f', '0x26']"
,,,,,,,,,,--
14.53 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: 68420000 ,arg[1]: 59410000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x3c', '0x00', '0x00', '0x68', '0x42', '0x00', '0x00', '0x59', '0x41', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0x2e', '0xdc']"
,,,,,,,,,,--
15.12 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x64', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x3b', '0xea']"
,,,,,,,,,,--
15.14 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: 384A0000 ,arg[1]: 00490000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x50', '0x00', '0x00', '0x38', '0x4a', '0x00', '0x00', '0x00', '0x49', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0x9a', '0x9e']"
,,,,,,,,,,--
15.79 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x6e', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x81', '0xf9']"
,,,,,,,,,,--
15.81 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: 204E0000 ,arg[1]: B34D0000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x5a', '0x00', '0x00', '0x20', '0x4e', '0x00', '0x00', '0xb3', '0x4d', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0x57', '0x3b']"
,,,,,,,,,,--
16.43 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x78', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x6d', '0x7b']"
,,,,,,,,,,--
16.74 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_Success,arg[0]: F0550000 ,arg[1]: E6540000 ,arg[2]: 01000000 ,node 01 began execution of the movrel motor command from Host Frame and had Success.,"['0x01', '0x6e', '0x00', '0x00', '0xf0', '0x55', '0x00', '0x00', '0xe6', '0x54', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xee', '0x23']"
,,,,,,,,,,--
17.10 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x82', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x86', '0xde']"
,,,,,,,,,,--
17.61 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_CommandExecuting,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the movrel motor command from Host Frame and had CommandExecuting.,"['0x01', '0x82', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x95', '0x22']"
,,,,,,,,,,--
18.23 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x8c', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x2d', '0x96']"
,,,,,,,,,,--
18.24 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_CommandExecuting,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the movrel motor command from Host Frame and had CommandExecuting.,"['0x01', '0x8c', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xbb', '0xd3']"
,,,,,,,,,,--
18.88 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x96', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xf2', '0xf9']"
,,,,,,,,,,--
18.89 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_CommandExecuting,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the movrel motor command from Host Frame and had CommandExecuting.,"['0x01', '0x96', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xad', '0xf7']"
,,,,,,,,,,--
