Time,Source,Destination,Device,Command,Status,Argument 0,Argument 1,Argument 2,Explanations,Byte Code
9.007 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x31', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x61', '0x98']"
,,,,,,,,,,--
9.016 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x3d', '0x7e']"
,,,,,,,,,,--
9.030 seconds,Host Frame,node 01 ,DEVICE_motor,COMMAND_movrel,--,arg[0]: 766D6772 ,arg[1]: 000003E8 ,arg[2]: 00000000 ,Host Frame sent movrel motor command to node 01.,"['0xc3', '0xaa', '0x32', '0x00', '0x01', '0x02', '0x22', '0x72', '0x67', '0x6d', '0x76', '0xe8', '0x03', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x62', '0x89']"
,,,,,,,,,,--
9.043 seconds,node 01 ,Host Frame,DEVICE_motor,COMMAND_movrel,STATUS_CommandExecuting,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the movrel motor command from Host Frame and had CommandExecuting.,"['0x01', '0x32', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x19', '0xa5']"
,,,,,,,,,,--
9.339 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x33', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xf9', '0x3d']"
,,,,,,,,,,--
9.353 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.374 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x34', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xbc', '0x91']"
,,,,,,,,,,--
9.386 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.400 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x35', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x70', '0xc3']"
,,,,,,,,,,--
9.412 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.724 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x36', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x24', '0x34']"
,,,,,,,,,,--
9.741 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.758 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x37', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0xe8', '0x66']"
,,,,,,,,,,--
9.770 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.781 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x38', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x8f', '0x7c']"
,,,,,,,,,,--
9.791 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 78E60000 ,arg[1]: 40E50000 ,arg[2]: 01000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x32', '0x00', '0x00', '0x78', '0xe6', '0x00', '0x00', '0x40', '0xe5', '0x00', '0x00', '0x01', '0x00', '0x00', '0x00', '0xb3', '0x08']"
,,,,,,,,,,--
9.800 seconds,Host Frame,node 01 ,DEVICE_board,COMMAND_status_get,--,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,Host Frame sent status_get board command to node 01.,"['0xc3', '0xaa', '0x39', '0x00', '0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x43', '0x2e']"
,,,,,,,,,,--
10.09 seconds,node 01 ,Host Frame,DEVICE_board,COMMAND_status_get,STATUS_Success,arg[0]: 00000000 ,arg[1]: 00000000 ,arg[2]: 00000000 ,node 01 began execution of the status_get board command from Host Frame and had Success.,"['0x01', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x00', '0x3d', '0x7e']"
,,,,,,,,,,--
